person_age,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
28.0,Bachelor,160424.0,7,MORTGAGE,20000.0,DEBTCONSOLIDATION,0.12,5.0,611,No,1
34.0,HighSchool,137684.0,11,MORTGAGE,35000.0,MEDICAL,0.25,10.0,470,No,1
27.0,Master,24432.0,9,OWN,8000.0,PERSONAL,0.33,8.0,720,No,1
29.0,Associate,164252.0,9,MORTGAGE,7775.0,DEBTCONSOLIDATION,0.05,5.0,647,No,1
34.0,Associate,166557.0,13,MORTGAGE,2400.0,HOMEIMPROVEMENT,0.01,7.0,695,No,1
32.0,Associate,81271.0,8,RENT,15000.0,MEDICAL,0.18,5.0,626,No,1
29.0,Bachelor,95808.0,10,RENT,15000.0,HOMEIMPROVEMENT,0.16,7.0,645,No,1
31.0,Associate,166389.0,5,MORTGAGE,35000.0,PERSONAL,0.21,5.0,600,No,1
35.0,Bachelor,88152.0,12,RENT,15000.0,HOMEIMPROVEMENT,0.17,8.0,553,No,1
30.0,HighSchool,166680.0,10,MORTGAGE,10000.0,HOMEIMPROVEMENT,0.06,10.0,619,No,1
29.0,HighSchool,75214.0,8,RENT,15000.0,MEDICAL,0.2,8.0,677,No,1
33.0,Master,141789.0,8,MORTGAGE,16000.0,MEDICAL,0.11,5.0,681,No,1
28.0,Associate,23927.0,5,OWN,4700.0,PERSONAL,0.2,5.0,610,No,1
32.0,Bachelor,91077.0,8,RENT,15000.0,HOMEIMPROVEMENT,0.16,9.0,605,No,1
31.0,Bachelor,23669.0,5,OWN,7000.0,HOMEIMPROVEMENT,0.3,8.0,658,No,1
33.0,Associate,166588.0,6,MORTGAGE,25000.0,HOMEIMPROVEMENT,0.15,10.0,649,No,1
33.0,Associate,23529.0,8,OWN,3500.0,DEBTCONSOLIDATION,0.15,6.0,607,No,1
34.0,Doctorate,94604.0,12,RENT,15000.0,DEBTCONSOLIDATION,0.16,5.0,743,No,1
30.0,Doctorate,166797.0,8,MORTGAGE,23975.0,EDUCATION,0.14,7.0,684,No,1
29.0,Bachelor,166630.0,9,MORTGAGE,24000.0,PERSONAL,0.14,6.0,700,No,1
30.0,Bachelor,46645.0,10,RENT,15050.0,MEDICAL,0.32,7.0,647,No,1
31.0,Associate,35476.0,8,RENT,15075.0,HOMEIMPROVEMENT,0.42,10.0,611,No,1
35.0,Associate,168855.0,11,MORTGAGE,8400.0,PERSONAL,0.05,9.0,657,No,1
28.0,Bachelor,22788.0,7,OWN,3500.0,VENTURE,0.15,5.0,515,No,1
28.0,Associate,172618.0,9,MORTGAGE,8275.0,HOMEIMPROVEMENT,0.05,7.0,619,No,1
28.0,HighSchool,172586.0,5,MORTGAGE,25000.0,DEBTCONSOLIDATION,0.14,6.0,599,No,1
33.0,Master,22608.0,9,OWN,7000.0,MEDICAL,0.31,9.0,646,No,1
28.0,Bachelor,175227.0,3,MORTGAGE,10000.0,DEBTCONSOLIDATION,0.06,7.0,589,No,1
29.0,Associate,46511.0,8,RENT,15500.0,PERSONAL,0.33,6.0,647,No,1
27.0,HighSchool,178601.0,5,MORTGAGE,28000.0,HOMEIMPROVEMENT,0.16,6.0,566,No,1
35.0,Associate,178817.0,11,MORTGAGE,25000.0,DEBTCONSOLIDATION,0.14,10.0,608,No,1
27.0,Bachelor,182700.0,1,MORTGAGE,20000.0,DEBTCONSOLIDATION,0.11,9.0,651,No,1
33.0,Bachelor,157337.0,11,MORTGAGE,10000.0,MEDICAL,0.06,7.0,715,No,1
33.0,HighSchool,184518.0,13,MORTGAGE,23100.0,HOMEIMPROVEMENT,0.13,9.0,635,No,1
29.0,Master,89888.0,3,RENT,16000.0,HOMEIMPROVEMENT,0.18,5.0,673,No,1
32.0,Bachelor,76813.0,8,RENT,16000.0,MEDICAL,0.21,5.0,691,No,1
29.0,Associate,90006.0,11,RENT,16000.0,HOMEIMPROVEMENT,0.18,8.0,558,No,1
33.0,Master,190978.0,10,MORTGAGE,15000.0,PERSONAL,0.08,5.0,633,No,1
30.0,Master,196783.0,7,MORTGAGE,3500.0,PERSONAL,0.02,8.0,705,No,1
33.0,Bachelor,197192.0,12,MORTGAGE,10000.0,EDUCATION,0.05,5.0,723,No,1
32.0,Bachelor,197626.0,8,MORTGAGE,2400.0,DEBTCONSOLIDATION,0.01,10.0,600,No,1
31.0,Bachelor,85444.0,12,RENT,16000.0,MEDICAL,0.19,8.0,623,No,1
27.0,Master,205622.0,1,MORTGAGE,15000.0,DEBTCONSOLIDATION,0.07,10.0,679,No,1
29.0,Bachelor,130855.0,7,RENT,16000.0,EDUCATION,0.12,7.0,644,No,1
32.0,Bachelor,226695.0,11,MORTGAGE,10000.0,EDUCATION,0.04,7.0,640,No,1
27.0,HighSchool,231075.0,5,MORTGAGE,15000.0,DEBTCONSOLIDATION,0.06,8.0,700,No,1
29.0,Bachelor,234882.0,6,MORTGAGE,3600.0,VENTURE,0.02,7.0,619,No,1
27.0,Bachelor,256673.0,8,MORTGAGE,35000.0,DEBTCONSOLIDATION,0.14,5.0,662,No,1
30.0,Associate,43799.0,6,RENT,19000.0,EDUCATION,0.43,7.0,645,No,1
27.0,Associate,223381.0,8,MORTGAGE,35000.0,MEDICAL,0.16,5.0,592,No,1
29.0,Bachelor,262437.0,8,MORTGAGE,25000.0,DEBTCONSOLIDATION,0.1,9.0,578,No,1
28.0,Associate,73137.0,6,RENT,19200.0,DEBTCONSOLIDATION,0.26,8.0,571,No,1
30.0,Bachelor,269412.0,8,MORTGAGE,25000.0,HOMEIMPROVEMENT,0.09,9.0,618,No,1
28.0,HighSchool,230430.0,6,MORTGAGE,9000.0,MEDICAL,0.04,6.0,618,No,1
34.0,Associate,91546.0,9,RENT,19200.0,EDUCATION,0.21,10.0,651,No,1
30.0,Master,304778.0,6,MORTGAGE,24000.0,DEBTCONSOLIDATION,0.08,7.0,703,No,1
28.0,Bachelor,346815.0,7,MORTGAGE,18000.0,VENTURE,0.05,9.0,622,No,1
28.0,Master,325368.0,9,MORTGAGE,25000.0,MEDICAL,0.08,6.0,614,No,1
35.0,Master,329467.0,14,MORTGAGE,25000.0,MEDICAL,0.08,6.0,638,No,1
34.0,Doctorate,478482.0,10,MORTGAGE,14000.0,MEDICAL,0.03,5.0,604,No,1
33.0,Bachelor,13376.0,8,OWN,7200.0,VENTURE,0.54,8.0,715,No,1
33.0,Associate,86436.0,10,RENT,19600.0,HOMEIMPROVEMENT,0.23,6.0,637,No,1
32.0,Master,101301.0,5,RENT,19600.0,MEDICAL,0.19,7.0,708,No,1
28.0,Master,725713.0,5,MORTGAGE,25000.0,PERSONAL,0.03,9.0,735,No,1
29.0,Master,12313.0,8,RENT,2600.0,DEBTCONSOLIDATION,0.21,7.0,716,No,1
30.0,Bachelor,12258.0,8,RENT,1800.0,PERSONAL,0.15,8.0,609,No,1
30.0,Bachelor,12662.0,8,RENT,1500.0,DEBTCONSOLIDATION,0.12,8.0,643,No,1
28.0,Bachelor,11827.0,5,RENT,3000.0,HOMEIMPROVEMENT,0.25,6.0,580,No,1
29.0,Bachelor,11427.0,7,RENT,4500.0,VENTURE,0.39,10.0,612,No,1
29.0,Master,11409.0,3,RENT,3000.0,PERSONAL,0.26,7.0,651,No,1
31.0,HighSchool,11112.0,8,OWN,2500.0,PERSONAL,0.22,8.0,639,No,1
28.0,Associate,10649.0,4,RENT,4750.0,HOMEIMPROVEMENT,0.45,5.0,587,No,1
31.0,Bachelor,10754.0,6,RENT,4000.0,EDUCATION,0.37,7.0,633,No,1
29.0,Doctorate,9824.0,5,RENT,2200.0,VENTURE,0.22,9.0,676,No,1
29.0,Associate,8037.0,10,RENT,3250.0,HOMEIMPROVEMENT,0.4,9.0,621,No,1
32.0,Master,8000.0,9,RENT,1200.0,PERSONAL,0.15,9.0,580,No,1
35.0,Associate,26436.0,11,RENT,8000.0,DEBTCONSOLIDATION,0.3,7.0,678,No,1
30.0,Bachelor,118633.0,8,MORTGAGE,20000.0,MEDICAL,0.17,8.0,650,No,1
30.0,Master,27054.0,6,RENT,1500.0,DEBTCONSOLIDATION,0.06,8.0,627,No,1
27.0,Bachelor,47673.0,5,MORTGAGE,5000.0,HOMEIMPROVEMENT,0.1,10.0,644,No,1
32.0,Bachelor,56437.0,10,RENT,3000.0,DEBTCONSOLIDATION,0.05,6.0,639,No,1
27.0,Associate,83727.0,6,RENT,6000.0,DEBTCONSOLIDATION,0.07,8.0,611,No,1
27.0,Bachelor,37087.0,6,RENT,11000.0,PERSONAL,0.3,6.0,635,No,1
29.0,HighSchool,27277.0,5,RENT,8000.0,DEBTCONSOLIDATION,0.29,5.0,652,No,1
28.0,Associate,40399.0,4,RENT,15000.0,EDUCATION,0.37,10.0,659,No,1
35.0,Bachelor,75876.0,15,MORTGAGE,9600.0,MEDICAL,0.13,6.0,692,No,1
27.0,Doctorate,140286.0,5,MORTGAGE,25000.0,PERSONAL,0.18,6.0,663,No,1
33.0,Associate,43749.0,11,RENT,6000.0,MEDICAL,0.14,6.0,604,No,1
33.0,HighSchool,87688.0,8,MORTGAGE,25000.0,MEDICAL,0.29,5.0,556,No,1
32.0,Master,38029.0,7,RENT,5000.0,EDUCATION,0.13,8.0,586,No,1
28.0,Associate,79144.0,7,MORTGAGE,25000.0,DEBTCONSOLIDATION,0.32,6.0,629,No,1
27.0,Associate,103526.0,5,RENT,11000.0,HOMEIMPROVEMENT,0.11,5.0,567,No,1
27.0,Master,38607.0,6,RENT,6000.0,DEBTCONSOLIDATION,0.16,8.0,704,No,1
27.0,Bachelor,69002.0,5,MORTGAGE,12000.0,MEDICAL,0.17,10.0,658,No,1
28.0,Bachelor,40614.0,6,RENT,8000.0,PERSONAL,0.2,9.0,662,No,1
33.0,Bachelor,37174.0,13,RENT,11975.0,EDUCATION,0.32,5.0,636,No,1
34.0,HighSchool,179486.0,11,RENT,12000.0,MEDICAL,0.07,8.0,559,No,1
28.0,Master,61193.0,3,RENT,2000.0,EDUCATION,0.03,5.0,670,No,1
29.0,Bachelor,52580.0,5,RENT,6000.0,VENTURE,0.11,9.0,699,No,1
30.0,Bachelor,68537.0,9,RENT,7000.0,DEBTCONSOLIDATION,0.1,10.0,664,No,1
35.0,Master,18820.0,13,OWN,3700.0,MEDICAL,0.2,5.0,726,No,1
29.0,HighSchool,53971.0,4,RENT,5400.0,VENTURE,0.1,9.0,582,No,1
27.0,Bachelor,101031.0,7,RENT,20000.0,MEDICAL,0.2,5.0,583,No,1
33.0,Bachelor,64321.0,10,RENT,20000.0,EDUCATION,0.31,9.0,656,No,1
29.0,HighSchool,15532.0,8,RENT,4500.0,EDUCATION,0.29,9.0,619,No,1
28.0,Associate,30025.0,2,RENT,10000.0,DEBTCONSOLIDATION,0.33,8.0,691,No,1
28.0,Bachelor,31294.0,5,RENT,11500.0,PERSONAL,0.37,10.0,687,No,1
27.0,Associate,60745.0,2,RENT,8400.0,VENTURE,0.14,5.0,642,No,1
28.0,HighSchool,86932.0,3,RENT,5000.0,MEDICAL,0.06,8.0,587,No,1
29.0,Bachelor,74524.0,8,RENT,15000.0,VENTURE,0.2,10.0,687,No,1
33.0,Master,23652.0,9,OWN,3500.0,MEDICAL,0.15,5.0,633,No,1
29.0,Bachelor,22479.0,9,RENT,3000.0,VENTURE,0.13,5.0,586,No,1
30.0,Master,157405.0,7,MORTGAGE,25000.0,DEBTCONSOLIDATION,0.16,6.0,539,No,1
29.0,Master,23818.0,5,RENT,4000.0,DEBTCONSOLIDATION,0.17,6.0,644,No,1
28.0,Associate,79126.0,5,MORTGAGE,25000.0,DEBTCONSOLIDATION,0.32,9.0,555,No,1
31.0,Associate,13777.0,8,RENT,2000.0,MEDICAL,0.15,6.0,677,No,1
28.0,HighSchool,271185.0,8,MORTGAGE,9000.0,EDUCATION,0.03,8.0,543,No,1
33.0,Master,65664.0,10,MORTGAGE,32000.0,MEDICAL,0.49,7.0,677,No,1
31.0,Bachelor,52527.0,4,RENT,13350.0,MEDICAL,0.25,9.0,642,No,1
28.0,Master,14350.0,4,MORTGAGE,2150.0,DEBTCONSOLIDATION,0.15,6.0,672,No,1
29.0,Bachelor,65817.0,7,MORTGAGE,7500.0,MEDICAL,0.11,7.0,460,No,1
29.0,Associate,39704.0,8,RENT,10800.0,MEDICAL,0.27,5.0,607,No,1
33.0,Doctorate,49148.0,10,RENT,15000.0,EDUCATION,0.31,9.0,683,No,1
35.0,Associate,32167.0,15,RENT,8000.0,PERSONAL,0.25,6.0,620,No,1
33.0,Bachelor,124756.0,9,RENT,9000.0,EDUCATION,0.07,9.0,654,No,1
28.0,HighSchool,62181.0,3,OWN,20400.0,MEDICAL,0.33,6.0,616,No,1
30.0,Master,80089.0,7,MORTGAGE,11200.0,DEBTCONSOLIDATION,0.14,6.0,714,No,1
31.0,Doctorate,95596.0,10,RENT,6000.0,HOMEIMPROVEMENT,0.06,8.0,685,No,1
29.0,Master,77981.0,11,RENT,15000.0,DEBTCONSOLIDATION,0.19,10.0,606,No,1
29.0,Bachelor,51372.0,6,RENT,5000.0,VENTURE,0.1,5.0,617,No,1
30.0,Bachelor,38067.0,7,MORTGAGE,12000.0,VENTURE,0.32,9.0,561,No,1
30.0,Bachelor,138000.0,10,MORTGAGE,14400.0,DEBTCONSOLIDATION,0.1,10.0,710,No,1
28.0,Bachelor,50281.0,4,RENT,4000.0,VENTURE,0.08,5.0,625,No,1
34.0,Bachelor,35545.0,15,RENT,2500.0,DEBTCONSOLIDATION,0.07,7.0,694,No,1
27.0,Bachelor,19892.0,3,RENT,2800.0,MEDICAL,0.14,7.0,655,No,1
30.0,HighSchool,41714.0,8,RENT,7500.0,HOMEIMPROVEMENT,0.18,8.0,617,No,1
34.0,HighSchool,316200.0,11,MORTGAGE,25000.0,DEBTCONSOLIDATION,0.08,9.0,655,No,1
33.0,HighSchool,54448.0,10,MORTGAGE,2000.0,VENTURE,0.04,9.0,658,No,1
27.0,Bachelor,111243.0,6,MORTGAGE,25000.0,MEDICAL,0.22,9.0,675,No,1
29.0,HighSchool,73119.0,9,MORTGAGE,25000.0,DEBTCONSOLIDATION,0.34,9.0,640,No,1
28.0,Bachelor,130340.0,8,RENT,20000.0,DEBTCONSOLIDATION,0.15,8.0,712,No,1
32.0,Associate,30848.0,10,RENT,10000.0,MEDICAL,0.32,10.0,648,No,1
27.0,Associate,37712.0,2,RENT,5775.0,DEBTCONSOLIDATION,0.15,10.0,640,No,1
32.0,Master,23740.0,9,RENT,8325.0,VENTURE,0.35,10.0,629,No,1
27.0,Master,150191.0,4,RENT,10175.0,MEDICAL,0.07,6.0,669,No,1
27.0,Bachelor,111021.0,7,MORTGAGE,20000.0,MEDICAL,0.18,9.0,686,No,1
30.0,Bachelor,54853.0,7,RENT,5000.0,MEDICAL,0.09,8.0,704,No,1
34.0,HighSchool,43276.0,11,RENT,15000.0,VENTURE,0.35,5.0,682,No,1
30.0,Master,46419.0,9,RENT,15000.0,EDUCATION,0.32,10.0,618,No,1
28.0,Associate,58674.0,9,RENT,15000.0,DEBTCONSOLIDATION,0.26,10.0,623,No,1
28.0,Master,43428.0,8,RENT,3000.0,PERSONAL,0.07,8.0,734,No,1
29.0,Master,39266.0,5,RENT,6525.0,PERSONAL,0.17,9.0,667,No,1
28.0,Master,99625.0,9,RENT,16750.0,VENTURE,0.17,6.0,614,No,1
32.0,Associate,22734.0,6,OWN,4750.0,VENTURE,0.21,6.0,664,No,1
30.0,Bachelor,263825.0,7,MORTGAGE,35000.0,MEDICAL,0.13,9.0,670,No,1
27.0,Master,32516.0,5,RENT,12000.0,MEDICAL,0.37,7.0,696,No,1
28.0,Associate,49113.0,5,RENT,14000.0,MEDICAL,0.29,8.0,601,No,1
31.0,HighSchool,29838.0,11,RENT,4400.0,PERSONAL,0.15,6.0,629,No,1
28.0,Bachelor,71853.0,7,MORTGAGE,8000.0,DEBTCONSOLIDATION,0.11,10.0,558,No,1
34.0,Bachelor,83619.0,7,RENT,12800.0,EDUCATION,0.15,10.0,593,No,1
29.0,Associate,44074.0,6,RENT,12000.0,VENTURE,0.27,10.0,640,No,1
27.0,Doctorate,72857.0,3,RENT,25000.0,PERSONAL,0.34,9.0,683,No,1
33.0,Bachelor,37317.0,9,RENT,6000.0,MEDICAL,0.16,9.0,679,No,1
32.0,Bachelor,23874.0,8,RENT,5000.0,VENTURE,0.21,6.0,632,No,1
32.0,Bachelor,122588.0,9,RENT,15000.0,DEBTCONSOLIDATION,0.12,5.0,620,No,1
27.0,HighSchool,24237.0,2,RENT,9575.0,HOMEIMPROVEMENT,0.4,5.0,594,No,1
32.0,Bachelor,38391.0,6,RENT,7400.0,EDUCATION,0.19,6.0,607,No,1
32.0,Associate,39517.0,9,RENT,3400.0,DEBTCONSOLIDATION,0.09,7.0,593,No,1
27.0,Master,49280.0,5,RENT,20000.0,MEDICAL,0.41,5.0,657,No,1
27.0,Master,80720.0,6,MORTGAGE,21000.0,MEDICAL,0.26,10.0,685,No,1
28.0,Associate,61633.0,7,RENT,18500.0,EDUCATION,0.3,5.0,671,No,1
32.0,HighSchool,124500.0,14,MORTGAGE,33000.0,EDUCATION,0.27,10.0,706,No,1
30.0,Master,52001.0,4,RENT,15000.0,MEDICAL,0.29,6.0,659,No,1
27.0,Doctorate,55573.0,2,RENT,18000.0,VENTURE,0.32,7.0,650,No,1
33.0,Bachelor,26789.0,9,RENT,10000.0,PERSONAL,0.37,7.0,672,No,1
27.0,Associate,58839.0,2,RENT,4000.0,HOMEIMPROVEMENT,0.07,6.0,614,No,1
28.0,Bachelor,80868.0,6,RENT,9000.0,MEDICAL,0.11,8.0,718,No,1
32.0,Bachelor,39231.0,8,RENT,2600.0,DEBTCONSOLIDATION,0.07,9.0,683,No,1
29.0,Associate,46720.0,4,RENT,1500.0,EDUCATION,0.03,8.0,674,No,1
31.0,HighSchool,72756.0,11,MORTGAGE,22000.0,MEDICAL,0.3,6.0,662,No,1
29.0,Master,34292.0,8,RENT,10000.0,MEDICAL,0.29,7.0,475,No,1
31.0,HighSchool,286690.0,7,MORTGAGE,12000.0,DEBTCONSOLIDATION,0.04,10.0,619,No,1
27.0,Master,65642.0,5,MORTGAGE,12000.0,DEBTCONSOLIDATION,0.18,10.0,695,No,1
32.0,Master,95181.0,12,RENT,15000.0,EDUCATION,0.16,7.0,620,No,1
34.0,Bachelor,93227.0,11,RENT,35000.0,DEBTCONSOLIDATION,0.38,10.0,602,No,1
29.0,Associate,37253.0,5,RENT,10200.0,PERSONAL,0.27,5.0,635,No,1
35.0,Master,49083.0,10,MORTGAGE,15000.0,MEDICAL,0.31,6.0,615,No,1
27.0,Associate,24962.0,6,RENT,3250.0,PERSONAL,0.13,5.0,639,No,1
33.0,HighSchool,27386.0,8,RENT,9250.0,VENTURE,0.34,8.0,540,No,1
35.0,Bachelor,21872.0,15,OWN,4000.0,PERSONAL,0.18,8.0,638,No,1
29.0,Bachelor,68728.0,5,RENT,7000.0,EDUCATION,0.1,9.0,663,No,1
27.0,Bachelor,310552.0,3,RENT,35000.0,EDUCATION,0.11,10.0,588,No,1
31.0,HighSchool,88576.0,7,MORTGAGE,16000.0,DEBTCONSOLIDATION,0.18,7.0,687,No,1
31.0,Associate,87414.0,10,RENT,21000.0,PERSONAL,0.24,6.0,617,No,1
29.0,Master,80052.0,7,RENT,3150.0,DEBTCONSOLIDATION,0.04,8.0,694,No,1
28.0,Bachelor,17623.0,9,OWN,6700.0,VENTURE,0.38,8.0,655,No,1
30.0,Bachelor,51552.0,9,RENT,14750.0,MEDICAL,0.29,8.0,692,No,1
28.0,HighSchool,15192.0,5,RENT,2400.0,MEDICAL,0.16,8.0,496,No,1
27.0,HighSchool,37034.0,5,RENT,13000.0,DEBTCONSOLIDATION,0.35,8.0,475,No,1
29.0,Associate,98293.0,7,MORTGAGE,12000.0,DEBTCONSOLIDATION,0.12,6.0,553,No,1
27.0,Associate,63494.0,2,RENT,22950.0,MEDICAL,0.36,10.0,551,No,1
29.0,Bachelor,23942.0,5,OWN,6000.0,PERSONAL,0.25,5.0,695,No,1
28.0,Bachelor,40828.0,6,RENT,10800.0,DEBTCONSOLIDATION,0.26,5.0,637,No,1
29.0,Bachelor,48829.0,3,RENT,14150.0,MEDICAL,0.29,5.0,734,No,1
28.0,HighSchool,62206.0,2,MORTGAGE,2100.0,VENTURE,0.03,5.0,641,No,1
28.0,Bachelor,68210.0,8,MORTGAGE,5050.0,MEDICAL,0.07,8.0,633,No,1
29.0,Bachelor,21023.0,5,RENT,5000.0,PERSONAL,0.24,7.0,629,No,1
32.0,Associate,46631.0,9,RENT,12000.0,DEBTCONSOLIDATION,0.26,9.0,642,No,1
34.0,Bachelor,81920.0,14,MORTGAGE,15000.0,DEBTCONSOLIDATION,0.18,8.0,645,No,1
30.0,HighSchool,60219.0,5,RENT,19775.0,PERSONAL,0.33,9.0,569,No,1
33.0,Bachelor,35444.0,13,RENT,10000.0,EDUCATION,0.28,7.0,702,No,1
28.0,HighSchool,35731.0,3,RENT,10000.0,DEBTCONSOLIDATION,0.28,10.0,681,No,1
28.0,HighSchool,35104.0,3,RENT,8700.0,VENTURE,0.25,8.0,637,No,1
28.0,HighSchool,57279.0,5,MORTGAGE,10000.0,MEDICAL,0.17,10.0,656,No,1
35.0,Bachelor,39299.0,10,RENT,14500.0,DEBTCONSOLIDATION,0.37,5.0,610,No,1
31.0,Bachelor,31039.0,11,RENT,10750.0,PERSONAL,0.35,7.0,615,No,1
31.0,Bachelor,55045.0,6,RENT,14000.0,PERSONAL,0.25,8.0,661,No,1
33.0,Master,37460.0,13,RENT,7500.0,MEDICAL,0.2,8.0,522,No,1
34.0,Associate,49030.0,14,RENT,25000.0,EDUCATION,0.51,5.0,611,No,1
27.0,Master,78734.0,6,RENT,28000.0,PERSONAL,0.36,10.0,722,No,1
35.0,Associate,65819.0,11,RENT,9000.0,EDUCATION,0.14,8.0,568,No,1
30.0,HighSchool,41555.0,7,RENT,2400.0,DEBTCONSOLIDATION,0.06,5.0,581,No,1
28.0,Bachelor,37323.0,9,RENT,10000.0,VENTURE,0.27,5.0,655,No,1
30.0,Master,13506.0,8,OWN,2400.0,PERSONAL,0.18,7.0,645,No,1
28.0,HighSchool,53456.0,1,RENT,16000.0,PERSONAL,0.3,5.0,603,No,1
27.0,Associate,31196.0,6,RENT,8000.0,DEBTCONSOLIDATION,0.26,5.0,669,No,1
35.0,Bachelor,21858.0,14,RENT,7200.0,EDUCATION,0.33,5.0,662,No,1
27.0,Associate,38179.0,3,RENT,2600.0,MEDICAL,0.07,5.0,619,No,1
28.0,HighSchool,37079.0,5,RENT,12000.0,DEBTCONSOLIDATION,0.32,6.0,574,No,1
28.0,HighSchool,36703.0,5,RENT,14800.0,MEDICAL,0.4,7.0,631,No,1
34.0,Bachelor,41616.0,13,RENT,8000.0,DEBTCONSOLIDATION,0.19,5.0,643,No,1
28.0,Bachelor,30920.0,10,RENT,12000.0,EDUCATION,0.39,6.0,657,No,1
29.0,Master,65908.0,4,MORTGAGE,14800.0,VENTURE,0.22,5.0,593,No,1
30.0,HighSchool,65692.0,7,MORTGAGE,5000.0,DEBTCONSOLIDATION,0.08,9.0,590,No,1
28.0,HighSchool,68110.0,8,RENT,20000.0,DEBTCONSOLIDATION,0.29,10.0,597,No,1
28.0,Master,48003.0,7,RENT,3600.0,MEDICAL,0.07,8.0,660,No,1
31.0,HighSchool,37662.0,10,RENT,20200.0,PERSONAL,0.54,8.0,604,No,1
30.0,Associate,166437.0,9,MORTGAGE,23975.0,EDUCATION,0.14,6.0,557,No,1
34.0,Bachelor,91523.0,16,RENT,19200.0,EDUCATION,0.21,7.0,666,No,1
31.0,HighSchool,94503.0,7,MORTGAGE,5000.0,DEBTCONSOLIDATION,0.05,7.0,581,No,1
28.0,HighSchool,84015.0,3,MORTGAGE,20000.0,DEBTCONSOLIDATION,0.24,5.0,658,No,1
31.0,Associate,103201.0,11,RENT,18500.0,MEDICAL,0.18,7.0,667,No,1
28.0,Bachelor,30071.0,5,RENT,8875.0,EDUCATION,0.3,7.0,682,No,1
27.0,HighSchool,24045.0,6,MORTGAGE,1400.0,DEBTCONSOLIDATION,0.06,6.0,553,No,1
29.0,Associate,74773.0,6,MORTGAGE,10000.0,MEDICAL,0.13,9.0,604,No,1
27.0,Associate,25049.0,3,RENT,8000.0,VENTURE,0.32,6.0,554,No,1
30.0,Bachelor,65879.0,6,RENT,5000.0,HOMEIMPROVEMENT,0.08,7.0,582,No,1
30.0,Bachelor,12477.0,10,RENT,1500.0,DEBTCONSOLIDATION,0.12,9.0,647,No,1
31.0,HighSchool,72977.0,13,RENT,25000.0,EDUCATION,0.34,7.0,685,No,1
28.0,Master,725550.0,4,MORTGAGE,25000.0,PERSONAL,0.03,9.0,604,No,1
27.0,Bachelor,35706.0,3,RENT,3000.0,EDUCATION,0.08,7.0,665,No,1
28.0,HighSchool,58545.0,6,MORTGAGE,5000.0,MEDICAL,0.09,8.0,711,No,1
29.0,HighSchool,89970.0,7,RENT,16000.0,EDUCATION,0.18,6.0,624,No,1
28.0,HighSchool,78460.0,8,MORTGAGE,5000.0,MEDICAL,0.06,9.0,584,No,1
29.0,HighSchool,22504.0,3,RENT,6400.0,DEBTCONSOLIDATION,0.28,6.0,686,No,1
27.0,HighSchool,53454.0,5,MORTGAGE,6000.0,EDUCATION,0.11,6.0,609,No,1
27.0,Associate,53629.0,6,RENT,13650.0,EDUCATION,0.25,7.0,550,No,1
31.0,HighSchool,65822.0,8,MORTGAGE,15000.0,HOMEIMPROVEMENT,0.23,5.0,624,No,1
33.0,Bachelor,29793.0,9,RENT,10000.0,MEDICAL,0.34,10.0,664,No,1
28.0,HighSchool,68261.0,4,RENT,8400.0,MEDICAL,0.12,10.0,598,No,1
29.0,HighSchool,54035.0,9,RENT,16000.0,EDUCATION,0.3,8.0,595,No,1
30.0,Bachelor,59606.0,7,RENT,5000.0,PERSONAL,0.08,7.0,665,No,1
27.0,Bachelor,94941.0,3,OWN,35000.0,MEDICAL,0.37,7.0,584,No,1
27.0,Associate,83631.0,5,MORTGAGE,4000.0,EDUCATION,0.05,8.0,640,No,1
27.0,HighSchool,74462.0,4,MORTGAGE,5000.0,MEDICAL,0.07,5.0,634,No,1
33.0,HighSchool,54005.0,10,RENT,2725.0,MEDICAL,0.05,6.0,575,No,1
35.0,Master,34533.0,9,RENT,9600.0,DEBTCONSOLIDATION,0.28,6.0,609,No,1
32.0,Associate,35996.0,7,MORTGAGE,10000.0,MEDICAL,0.28,9.0,680,No,1
34.0,Bachelor,37887.0,13,RENT,10000.0,DEBTCONSOLIDATION,0.26,10.0,704,No,1
32.0,Associate,36362.0,12,MORTGAGE,7000.0,EDUCATION,0.19,7.0,693,No,1
31.0,Master,36948.0,8,RENT,6600.0,VENTURE,0.18,6.0,643,No,1
30.0,HighSchool,37818.0,9,RENT,11200.0,MEDICAL,0.3,8.0,700,No,1
35.0,Master,58777.0,15,RENT,17000.0,EDUCATION,0.29,8.0,560,No,1
35.0,Bachelor,40197.0,13,RENT,4800.0,HOMEIMPROVEMENT,0.12,8.0,683,No,1
35.0,Bachelor,148799.0,14,RENT,25000.0,HOMEIMPROVEMENT,0.17,6.0,690,No,1
29.0,Bachelor,51189.0,8,RENT,18000.0,VENTURE,0.35,8.0,665,No,1
28.0,Associate,59834.0,3,RENT,15000.0,MEDICAL,0.25,5.0,626,No,1
31.0,Associate,62641.0,8,RENT,19000.0,HOMEIMPROVEMENT,0.3,10.0,652,No,1
28.0,Associate,126893.0,6,RENT,20000.0,VENTURE,0.16,7.0,671,No,1
31.0,Master,21537.0,10,MORTGAGE,2400.0,EDUCATION,0.11,5.0,677,No,1
